sku,sku_description,price,weight_lb,length_in,width_in,height_in,department,popularity
SKU029750,sku_description_29750,173.36,188.49,50.2,39.5,42.0,Dept_24,7.4644150434582e-06
SKU029751,sku_description_29751,743.37,139.1,17.7,20.6,51.9,Dept_2,1.7695091677062036e-06
SKU029752,sku_description_29752,21.23,45.3,9.3,3.5,3.4,Dept_9,1.971999045516062e-05
SKU029753,sku_description_29753,737.25,21.6,68.3,40.1,12.4,Dept_18,7.237367763783096e-07
SKU029754,sku_description_29754,472.58,175.42,22.3,54.2,50.0,Dept_21,2.6572677952149303e-05
SKU029755,sku_description_29755,620.47,19.9,67.1,20.4,8.2,Dept_10,9.861226116321479e-06
SKU029756,sku_description_29756,320.6,30.29,65.4,10.8,17.6,Dept_12,1.3987716338179633e-05
SKU029757,sku_description_29757,793.4,119.38,89.7,19.5,44.9,Dept_3,4.665764872603768e-05
SKU029758,sku_description_29758,184.36,38.08,9.8,34.2,18.5,Dept_22,5.197441974124253e-06
SKU029759,sku_description_29759,213.68,45.6,50.4,46.5,36.7,Dept_19,1.8455395962180642e-06
SKU029760,sku_description_29760,43.99,28.54,63.3,41.5,9.0,Dept_2,4.9821949979743426e-05
SKU029761,sku_description_29761,752.56,188.87,19.0,34.8,35.2,Dept_9,5.450919729027178e-06
SKU029762,sku_description_29762,366.46,25.07,70.5,52.9,6.8,Dept_5,1.4514956480731566e-06
SKU029763,sku_description_29763,540.86,186.27,47.6,46.6,6.1,Dept_2,9.68079958619252e-06
SKU029764,sku_description_29764,550.89,65.31,34.9,13.6,31.9,Dept_13,5.632394655844575e-08
SKU029765,sku_description_29765,699.98,164.33,33.9,44.6,10.5,Dept_7,4.650432248473823e-06
SKU029766,sku_description_29766,532.95,190.0,34.2,17.1,41.1,Dept_22,3.0523485608917643e-06
SKU029767,sku_description_29767,450.93,103.9,70.2,59.2,49.1,Dept_9,6.0984526692702826e-06
SKU029768,sku_description_29768,569.12,154.06,86.5,18.4,4.2,Dept_2,1.0149268421163779e-06
SKU029769,sku_description_29769,601.52,53.28,59.7,6.1,14.8,Dept_16,1.0048132400086352e-05
SKU029770,sku_description_29770,151.18,76.65,21.3,38.8,59.2,Dept_19,1.0009560957368967e-05
SKU029771,sku_description_29771,90.4,110.64,12.7,38.3,23.2,Dept_14,2.0324844341352295e-05
SKU029772,sku_description_29772,62.65,170.11,9.4,46.1,30.7,Dept_8,9.623087709828805e-05
SKU029773,sku_description_29773,301.12,124.19,51.7,48.9,46.9,Dept_10,3.5597096372693727e-06
SKU029774,sku_description_29774,399.91,4.52,80.1,58.5,47.5,Dept_6,6.980118932123482e-06
SKU029775,sku_description_29775,493.67,61.03,38.1,46.3,15.1,Dept_21,2.2649317911783015e-05
SKU029776,sku_description_29776,766.55,173.01,15.3,51.5,56.9,Dept_1,4.0073943832632696e-05
SKU029777,sku_description_29777,266.64,48.12,41.1,56.3,35.9,Dept_22,1.4049515846689913e-05
SKU029778,sku_description_29778,609.42,73.65,71.8,16.9,43.5,Dept_15,1.3859061118604554e-05
SKU029779,sku_description_29779,426.49,77.98,70.5,12.8,22.9,Dept_21,3.9102854497035385e-06
SKU029780,sku_description_29780,178.41,30.98,36.9,33.9,23.2,Dept_21,5.093202383089477e-06
SKU029781,sku_description_29781,493.4,70.03,44.3,23.0,5.6,Dept_15,2.6847279724411964e-05
SKU029782,sku_description_29782,773.84,163.5,57.5,4.4,57.1,Dept_23,2.704509294679119e-06
SKU029783,sku_description_29783,102.07,169.83,47.1,49.4,40.9,Dept_7,5.455024963104618e-06
SKU029784,sku_description_29784,407.3,116.22,23.4,15.0,36.9,Dept_9,5.4822443568869485e-05
SKU029785,sku_description_29785,44.13,135.78,70.1,28.1,29.0,Dept_12,1.743746781526724e-05
SKU029786,sku_description_29786,259.01,106.96,40.5,46.8,19.4,Dept_12,3.2831856242422236e-06
SKU029787,sku_description_29787,497.62,8.95,32.2,35.7,2.5,Dept_9,4.793251242643776e-06
SKU029788,sku_description_29788,673.32,139.37,26.8,58.8,32.2,Dept_18,2.758593675309653e-06
SKU029789,sku_description_29789,585.07,199.31,79.3,50.6,56.4,Dept_24,5.223977448572284e-06
SKU029790,sku_description_29790,371.9,45.64,28.2,50.5,34.1,Dept_13,3.1697494317437764e-06
SKU029791,sku_description_29791,727.65,196.43,63.8,48.2,33.5,Dept_18,3.815989772728605e-07
SKU029792,sku_description_29792,244.26,199.55,28.5,45.4,41.1,Dept_11,3.208438663674258e-05
SKU029793,sku_description_29793,603.92,28.39,23.8,35.8,54.9,Dept_15,2.3269969863562244e-05
SKU029794,sku_description_29794,380.79,185.23,38.8,46.9,2.2,Dept_14,3.551648865454614e-05
SKU029795,sku_description_29795,719.21,135.14,84.9,37.2,51.0,Dept_6,7.0174214089052255e-06
SKU029796,sku_description_29796,638.55,93.33,74.9,27.0,10.6,Dept_13,6.623275102787314e-06
SKU029797,sku_description_29797,721.47,69.0,26.4,32.6,29.4,Dept_1,1.2792861896030089e-06
SKU029798,sku_description_29798,173.76,126.0,33.9,33.5,9.1,Dept_22,6.487814067654537e-06
SKU029799,sku_description_29799,535.52,168.57,55.5,59.1,11.1,Dept_5,3.992365334644699e-06
SKU029800,sku_description_29800,591.56,6.92,39.6,30.2,51.4,Dept_1,4.206782095317172e-05
SKU029801,sku_description_29801,594.7,107.14,78.8,46.6,59.2,Dept_18,1.2889300183595796e-06
SKU029802,sku_description_29802,404.69,130.09,50.3,36.5,8.5,Dept_8,2.2757309362039974e-06
SKU029803,sku_description_29803,11.97,5.22,77.9,29.4,23.3,Dept_13,2.9350044923971124e-06
SKU029804,sku_description_29804,211.36,177.83,24.5,53.3,10.6,Dept_4,1.865919194962979e-06
SKU029805,sku_description_29805,260.67,190.36,62.3,40.3,9.7,Dept_16,1.0049678242674156e-05
SKU029806,sku_description_29806,682.07,122.54,38.3,50.9,21.8,Dept_9,7.010843403994147e-06
SKU029807,sku_description_29807,673.19,23.49,11.3,55.0,21.5,Dept_10,1.0334970266962689e-05
SKU029808,sku_description_29808,86.43,186.49,35.6,42.6,21.3,Dept_22,1.5700886751771687e-05
SKU029809,sku_description_29809,760.02,161.02,31.9,13.6,42.3,Dept_5,1.0919147824836027e-05
SKU029810,sku_description_29810,148.42,5.81,30.3,51.6,2.3,Dept_23,2.1743392339480797e-06
SKU029811,sku_description_29811,333.24,115.87,57.2,7.5,12.7,Dept_23,4.508818577295416e-06
SKU029812,sku_description_29812,174.48,23.0,37.7,9.1,45.1,Dept_23,9.600051491454917e-07
SKU029813,sku_description_29813,688.68,28.3,11.9,27.1,42.4,Dept_16,2.59144598067085e-05
SKU029814,sku_description_29814,600.27,38.58,20.5,5.0,24.6,Dept_23,4.05260610055618e-06
SKU029815,sku_description_29815,284.76,79.3,46.7,4.8,44.6,Dept_3,1.8442670471967453e-05
SKU029816,sku_description_29816,546.46,175.29,47.5,59.5,22.7,Dept_3,7.580322540976392e-06
SKU029817,sku_description_29817,149.94,6.31,5.2,42.8,27.2,Dept_15,2.1834228008754748e-05
SKU029818,sku_description_29818,307.69,137.87,17.4,47.2,48.0,Dept_18,2.2465298282512262e-05
SKU029819,sku_description_29819,303.55,192.91,59.8,52.3,11.9,Dept_6,1.4308056658413315e-05
SKU029820,sku_description_29820,192.64,128.28,33.1,4.2,37.3,Dept_11,9.51816633383781e-06
SKU029821,sku_description_29821,701.42,163.14,31.5,26.7,41.2,Dept_3,6.4181860974989775e-06
SKU029822,sku_description_29822,544.04,180.36,6.1,51.5,14.5,Dept_19,1.0665101143330506e-05
SKU029823,sku_description_29823,226.11,142.99,36.1,45.8,6.3,Dept_12,3.678991640718744e-06
SKU029824,sku_description_29824,195.97,132.0,7.2,9.1,13.5,Dept_11,1.7972126169555303e-05
SKU029825,sku_description_29825,17.31,3.69,26.9,56.4,36.5,Dept_5,7.2063641410027355e-06
SKU029826,sku_description_29826,279.23,103.83,12.0,50.4,45.4,Dept_5,1.48113917440526e-05
SKU029827,sku_description_29827,422.84,93.9,75.7,25.2,10.9,Dept_24,3.9026086259731815e-05
SKU029828,sku_description_29828,224.34,104.59,19.5,56.2,11.4,Dept_1,1.3270564592438393e-06
SKU029829,sku_description_29829,561.27,86.55,13.1,48.9,6.2,Dept_16,1.0342332053748754e-05
SKU029830,sku_description_29830,331.16,181.32,76.7,10.2,48.6,Dept_3,1.0035768035933967e-05
SKU029831,sku_description_29831,255.11,177.82,56.7,23.9,7.5,Dept_16,1.4488866851059982e-06
SKU029832,sku_description_29832,751.43,25.23,85.7,24.4,49.7,Dept_12,2.8584238760169227e-06
SKU029833,sku_description_29833,212.45,106.63,57.2,56.3,53.4,Dept_10,5.009130054732259e-07
SKU029834,sku_description_29834,320.41,191.92,61.5,29.0,30.1,Dept_6,3.5708532602963474e-06
SKU029835,sku_description_29835,307.69,119.77,33.8,31.5,10.6,Dept_9,2.942561452333554e-06
SKU029836,sku_description_29836,195.24,160.35,67.6,11.4,57.9,Dept_6,2.1118598142232976e-05
SKU029837,sku_description_29837,176.33,74.73,53.2,17.4,56.9,Dept_11,1.2987037066878329e-05
SKU029838,sku_description_29838,244.0,75.51,16.0,18.3,14.1,Dept_16,1.6130864911347831e-06
SKU029839,sku_description_29839,691.8,65.2,15.7,50.8,17.8,Dept_12,2.7999965877722826e-06
SKU029840,sku_description_29840,614.37,4.47,58.6,25.2,6.7,Dept_22,1.7386795087151664e-05
SKU029841,sku_description_29841,545.76,184.98,25.9,23.4,48.0,Dept_24,2.0957802519804204e-05
SKU029842,sku_description_29842,367.31,69.99,49.9,34.4,40.7,Dept_22,1.3111740474203316e-05
SKU029843,sku_description_29843,407.68,73.48,18.9,16.9,1.0,Dept_1,1.0637352793035941e-05
SKU029844,sku_description_29844,215.91,151.93,38.9,4.6,2.7,Dept_20,9.941889554360104e-07
SKU029845,sku_description_29845,62.23,105.43,77.9,33.7,7.7,Dept_14,5.233093850754889e-06
SKU029846,sku_description_29846,266.84,72.47,62.8,23.9,55.6,Dept_23,2.88832115984403e-06
SKU029847,sku_description_29847,397.98,176.74,44.9,29.0,5.9,Dept_12,5.699544593269682e-06
SKU029848,sku_description_29848,48.68,165.09,45.3,40.4,18.0,Dept_22,9.241924164274506e-05
SKU029849,sku_description_29849,73.32,195.36,36.1,52.5,50.2,Dept_14,1.9502122423546256e-05
SKU029850,sku_description_29850,212.63,128.24,59.4,20.9,18.3,Dept_13,9.128155233346295e-06
SKU029851,sku_description_29851,295.56,138.05,18.6,53.0,6.1,Dept_20,3.0729257115181593e-06
SKU029852,sku_description_29852,316.47,64.97,31.7,38.8,37.6,Dept_24,9.30567508369938e-06
SKU029853,sku_description_29853,96.96,20.01,61.8,56.5,34.1,Dept_5,1.9327744481835e-06
SKU029854,sku_description_29854,182.98,21.27,65.5,34.3,41.7,Dept_7,5.734529146284666e-06
SKU029855,sku_description_29855,211.53,129.22,80.0,45.8,30.2,Dept_9,3.825576243401658e-05
SKU029856,sku_description_29856,56.9,22.74,28.8,4.2,59.7,Dept_1,4.623002510254854e-05
SKU029857,sku_description_29857,262.9,181.33,77.0,5.4,15.7,Dept_12,6.101558695291043e-06
SKU029858,sku_description_29858,60.56,140.8,74.5,7.0,25.4,Dept_3,7.837883501688989e-06
SKU029859,sku_description_29859,563.66,45.32,2.9,52.3,19.3,Dept_2,2.0635948246598557e-05
SKU029860,sku_description_29860,310.68,55.91,61.2,11.8,49.4,Dept_20,2.9755671117762822e-05
SKU029861,sku_description_29861,263.42,142.02,69.5,13.3,21.2,Dept_24,3.5616605239047224e-06
SKU029862,sku_description_29862,103.84,164.84,2.3,5.6,4.6,Dept_17,2.6677884783853983e-06
SKU029863,sku_description_29863,183.52,167.9,45.5,52.1,3.1,Dept_16,4.3991590875090715e-06
SKU029864,sku_description_29864,188.47,120.25,85.9,7.0,45.6,Dept_21,0.00011679105115939696
SKU029865,sku_description_29865,788.21,31.13,85.9,41.4,48.3,Dept_16,1.644128520477498e-05
SKU029866,sku_description_29866,668.77,163.69,67.2,22.7,23.1,Dept_14,3.1637018511344533e-06
SKU029867,sku_description_29867,15.16,158.35,75.2,18.8,24.2,Dept_23,3.006898645843837e-06
SKU029868,sku_description_29868,494.62,167.09,29.1,49.6,11.2,Dept_2,9.391685334825964e-06
SKU029869,sku_description_29869,206.96,31.62,42.6,22.8,22.9,Dept_22,4.856129471109356e-06
SKU029870,sku_description_29870,86.19,136.9,89.6,3.6,17.2,Dept_8,8.624908580293703e-06
SKU029871,sku_description_29871,565.36,192.05,73.0,13.8,49.3,Dept_3,1.0353624128642159e-05
SKU029872,sku_description_29872,107.89,51.29,5.9,26.6,23.4,Dept_16,1.577668745200276e-06
SKU029873,sku_description_29873,356.66,143.37,6.8,8.3,50.8,Dept_4,6.76221544587078e-06
SKU029874,sku_description_29874,506.84,51.86,53.0,8.1,10.9,Dept_20,9.299212051097459e-05
SKU029875,sku_description_29875,444.93,61.49,34.9,14.1,26.7,Dept_8,5.876134138306413e-07
SKU029876,sku_description_29876,782.17,97.11,22.8,33.3,7.6,Dept_7,8.576752550619235e-06
SKU029877,sku_description_29877,629.24,179.0,30.2,43.1,59.7,Dept_20,0.00022500994297737208
SKU029878,sku_description_29878,620.03,7.83,86.4,40.4,36.5,Dept_1,2.7054381990934135e-06
SKU029879,sku_description_29879,286.41,197.93,30.3,2.2,22.3,Dept_23,1.9978713349460494e-06
SKU029880,sku_description_29880,9.69,154.44,33.8,28.0,30.1,Dept_19,8.733312254657016e-07
SKU029881,sku_description_29881,588.33,72.02,41.7,27.4,2.4,Dept_14,7.147877128710722e-06
SKU029882,sku_description_29882,799.79,70.9,16.2,15.0,6.7,Dept_17,3.09595175418187e-05
SKU029883,sku_description_29883,326.49,96.65,36.3,36.5,47.2,Dept_22,1.7755800952562242e-06
SKU029884,sku_description_29884,788.46,175.11,58.9,16.9,24.8,Dept_19,5.327190067011244e-05
SKU029885,sku_description_29885,115.94,3.68,24.8,59.4,15.3,Dept_20,4.52006316469085e-05
SKU029886,sku_description_29886,239.32,109.7,56.8,42.3,4.0,Dept_4,2.446870958556617e-05
SKU029887,sku_description_29887,139.07,11.31,23.5,55.2,46.9,Dept_6,1.1160945084421728e-06
SKU029888,sku_description_29888,381.72,23.21,71.2,5.4,22.5,Dept_24,1.336590800335858e-05
SKU029889,sku_description_29889,638.19,138.16,84.5,24.1,48.8,Dept_12,1.3665494080822168e-05
SKU029890,sku_description_29890,274.51,46.94,41.1,6.8,6.1,Dept_5,1.6229883462345232e-05
SKU029891,sku_description_29891,725.26,8.41,86.8,38.7,19.8,Dept_18,9.838299895482066e-05
SKU029892,sku_description_29892,437.23,32.93,60.5,10.6,39.4,Dept_7,4.262452829053553e-05
SKU029893,sku_description_29893,373.94,41.81,64.6,18.6,17.1,Dept_18,4.296076745193683e-06
SKU029894,sku_description_29894,630.27,153.98,47.0,31.4,26.3,Dept_22,1.557703688687649e-05
SKU029895,sku_description_29895,83.85,125.02,22.0,57.0,42.1,Dept_12,8.817168112273746e-06
SKU029896,sku_description_29896,619.68,147.05,84.7,56.6,30.2,Dept_2,3.4497701697818924e-06
SKU029897,sku_description_29897,196.63,74.03,87.3,30.2,44.8,Dept_1,3.819399457865059e-05
SKU029898,sku_description_29898,226.81,22.72,76.1,24.6,4.3,Dept_6,1.930975357411431e-05
SKU029899,sku_description_29899,480.76,161.08,42.8,21.6,55.2,Dept_15,1.0015081686626638e-06
SKU029900,sku_description_29900,721.84,28.17,17.1,57.6,59.8,Dept_4,6.3078204848936445e-06
SKU029901,sku_description_29901,463.99,76.6,9.9,45.2,56.5,Dept_9,0.0013301975235872289
SKU029902,sku_description_29902,520.21,52.53,46.4,34.3,14.8,Dept_5,1.9487299116248024e-05
SKU029903,sku_description_29903,621.95,59.38,28.9,7.4,56.8,Dept_4,5.909569134329368e-06
SKU029904,sku_description_29904,209.68,120.41,77.4,10.6,13.4,Dept_9,3.4403544015452135e-05
SKU029905,sku_description_29905,662.31,32.95,49.9,51.7,30.7,Dept_6,2.602294779723199e-06
SKU029906,sku_description_29906,336.11,89.23,83.0,57.8,48.3,Dept_24,3.367202405349678e-05
SKU029907,sku_description_29907,143.0,127.77,65.8,49.0,40.7,Dept_13,4.92575673557308e-06
SKU029908,sku_description_29908,282.04,173.8,41.8,26.9,29.9,Dept_22,8.021799071953742e-07
SKU029909,sku_description_29909,199.17,74.31,67.4,16.0,17.6,Dept_15,4.122717633672456e-07
SKU029910,sku_description_29910,185.28,63.81,87.2,9.8,58.8,Dept_19,2.6593234776914466e-06
SKU029911,sku_description_29911,228.2,73.63,51.5,10.7,42.2,Dept_13,6.436290453988939e-05
SKU029912,sku_description_29912,147.2,100.21,29.6,23.3,12.7,Dept_17,6.452558143374747e-05
SKU029913,sku_description_29913,535.16,62.69,34.7,45.2,25.2,Dept_17,1.531082939268474e-06
SKU029914,sku_description_29914,465.25,50.17,56.6,43.7,25.1,Dept_14,1.6614660945175597e-06
SKU029915,sku_description_29915,519.81,75.12,87.5,27.8,54.2,Dept_9,1.8322211210345226e-06
SKU029916,sku_description_29916,276.95,155.59,43.5,23.8,5.7,Dept_25,6.408049369580139e-05
SKU029917,sku_description_29917,616.48,50.64,64.4,24.8,20.2,Dept_16,3.2760076487762454e-06
SKU029918,sku_description_29918,106.3,168.94,17.8,48.5,11.6,Dept_1,1.2686546061671753e-05
SKU029919,sku_description_29919,458.2,57.09,56.6,10.1,57.0,Dept_25,2.4217961218166745e-06
SKU029920,sku_description_29920,222.54,120.66,66.6,9.9,34.8,Dept_5,7.3579184338029175e-06
SKU029921,sku_description_29921,423.51,194.2,39.3,8.1,41.0,Dept_12,2.9679565199181197e-05
SKU029922,sku_description_29922,260.94,190.36,58.0,55.0,11.5,Dept_1,2.2027154186722574e-05
SKU029923,sku_description_29923,633.04,86.98,22.0,5.7,28.7,Dept_22,2.791967368171434e-06
SKU029924,sku_description_29924,713.34,13.6,42.4,41.6,37.2,Dept_20,2.3779425733651997e-05
SKU029925,sku_description_29925,594.84,180.54,74.7,29.9,12.0,Dept_23,3.6284643999605144e-06
SKU029926,sku_description_29926,142.94,25.47,19.6,9.3,53.6,Dept_2,7.599094460055242e-07
SKU029927,sku_description_29927,222.07,184.72,9.8,27.5,1.2,Dept_3,4.631601404912043e-06
SKU029928,sku_description_29928,735.73,146.55,63.3,18.7,11.0,Dept_19,2.819985483267527e-05
SKU029929,sku_description_29929,351.46,186.85,29.6,28.3,57.0,Dept_23,4.5901597384658555e-07
SKU029930,sku_description_29930,753.12,133.11,45.0,54.0,34.4,Dept_3,9.57606530575512e-06
SKU029931,sku_description_29931,315.78,199.02,80.5,13.3,24.3,Dept_25,5.045516245986896e-06
SKU029932,sku_description_29932,761.56,93.45,17.2,19.0,34.2,Dept_1,1.1277730567030832e-05
SKU029933,sku_description_29933,740.81,65.99,70.0,49.7,40.2,Dept_23,3.1281718975941806e-05
SKU029934,sku_description_29934,529.44,78.72,46.6,37.5,30.2,Dept_16,3.407750771984916e-05
SKU029935,sku_description_29935,10.04,70.12,6.1,12.1,29.6,Dept_5,2.2068688886655215e-05
SKU029936,sku_description_29936,322.07,80.22,17.8,55.9,24.2,Dept_17,1.7741420131286179e-06
SKU029937,sku_description_29937,729.25,177.05,45.6,30.3,7.7,Dept_12,9.063803393450423e-07
SKU029938,sku_description_29938,708.43,118.45,21.8,56.9,10.2,Dept_2,7.716201198050613e-06
SKU029939,sku_description_29939,152.35,145.17,33.3,3.1,15.3,Dept_8,5.181563307005299e-07
SKU029940,sku_description_29940,321.15,57.65,63.0,26.2,47.8,Dept_20,7.699060006408114e-05
SKU029941,sku_description_29941,668.9,197.98,76.6,27.0,24.3,Dept_25,3.7741472745972024e-06
SKU029942,sku_description_29942,463.57,56.22,40.8,20.2,46.4,Dept_8,1.4453346221930266e-05
SKU029943,sku_description_29943,678.3,31.89,46.8,17.2,43.3,Dept_2,2.311295113287651e-05
SKU029944,sku_description_29944,661.77,155.66,54.0,14.2,44.3,Dept_25,6.340227844677797e-06
SKU029945,sku_description_29945,726.26,167.83,16.9,36.8,42.9,Dept_12,5.794479228698547e-05
SKU029946,sku_description_29946,96.42,78.82,54.6,56.6,2.7,Dept_3,1.6544667102067562e-05
SKU029947,sku_description_29947,118.74,108.26,73.2,44.8,53.3,Dept_1,5.022384041260551e-06
SKU029948,sku_description_29948,69.0,82.88,80.8,17.8,20.9,Dept_13,3.124959852190195e-05
SKU029949,sku_description_29949,748.41,58.85,18.8,34.9,44.0,Dept_9,2.0142190275177956e-05
SKU029950,sku_description_29950,381.7,162.69,77.4,42.1,23.5,Dept_15,1.2237994710369706e-05
SKU029951,sku_description_29951,54.27,151.43,79.1,31.1,35.5,Dept_9,3.300939821895963e-05
SKU029952,sku_description_29952,259.26,97.12,69.1,36.3,33.7,Dept_9,1.7173850114144552e-05
SKU029953,sku_description_29953,283.08,91.16,74.1,36.0,57.1,Dept_12,3.1983895578687656e-06
SKU029954,sku_description_29954,648.22,36.11,41.0,42.5,52.8,Dept_7,1.090215046344164e-06
SKU029955,sku_description_29955,589.18,127.49,87.5,27.2,53.3,Dept_5,1.2997792119894401e-05
SKU029956,sku_description_29956,552.44,184.74,65.2,44.1,59.6,Dept_2,9.822843527719478e-06
SKU029957,sku_description_29957,20.43,143.8,24.7,53.1,35.4,Dept_19,2.9295959052939654e-05
SKU029958,sku_description_29958,728.82,101.3,4.6,18.4,40.9,Dept_7,1.5158161470861982e-05
SKU029959,sku_description_29959,174.8,7.83,17.4,19.7,43.8,Dept_25,3.009843331891312e-05
SKU029960,sku_description_29960,504.36,186.06,67.6,23.8,24.6,Dept_10,1.7245836607775246e-06
SKU029961,sku_description_29961,52.27,61.68,77.9,13.7,17.9,Dept_6,6.753836383902366e-07
SKU029962,sku_description_29962,67.98,60.06,9.7,58.0,47.6,Dept_4,3.7094015772216686e-06
SKU029963,sku_description_29963,10.63,93.97,59.6,30.5,28.3,Dept_24,2.0432074094452694e-05
SKU029964,sku_description_29964,454.04,85.89,34.5,19.8,1.3,Dept_25,1.2914900196298854e-06
SKU029965,sku_description_29965,504.62,192.47,53.7,36.7,20.9,Dept_4,4.2368924684695504e-05
SKU029966,sku_description_29966,43.22,33.08,76.7,46.9,14.5,Dept_21,3.619876227557831e-05
SKU029967,sku_description_29967,234.52,137.86,39.7,21.0,40.4,Dept_11,5.178743293701624e-05
SKU029968,sku_description_29968,681.61,21.44,18.5,12.2,47.5,Dept_23,5.111760927750652e-05
SKU029969,sku_description_29969,83.74,55.45,12.0,57.2,28.6,Dept_7,4.794766777699694e-06
SKU029970,sku_description_29970,175.59,144.46,89.9,59.7,35.3,Dept_22,4.3094092475969795e-06
SKU029971,sku_description_29971,341.24,160.83,69.5,18.1,1.4,Dept_7,1.3581566852151695e-06
SKU029972,sku_description_29972,674.29,93.84,6.8,30.0,29.5,Dept_13,0.00014292372514061993
SKU029973,sku_description_29973,206.11,157.89,17.1,3.6,21.0,Dept_14,8.89796776375956e-06
SKU029974,sku_description_29974,797.72,187.03,62.3,49.2,55.0,Dept_17,6.335010873539164e-07
SKU029975,sku_description_29975,286.14,187.16,39.2,4.2,59.1,Dept_11,1.0274775020721233e-05
SKU029976,sku_description_29976,311.0,68.56,56.6,46.6,4.3,Dept_1,6.440268543228017e-06
SKU029977,sku_description_29977,100.32,62.5,51.7,18.1,20.9,Dept_17,4.196217715116808e-06
SKU029978,sku_description_29978,545.12,145.32,15.8,56.2,13.1,Dept_23,2.919048285453363e-06
SKU029979,sku_description_29979,197.04,130.85,40.7,16.5,23.3,Dept_7,0.00016960037105489376
SKU029980,sku_description_29980,504.21,78.51,48.7,59.9,47.0,Dept_23,1.4046780078723684e-05
SKU029981,sku_description_29981,180.86,45.81,40.6,10.0,23.6,Dept_5,9.435928929971382e-06
SKU029982,sku_description_29982,312.13,123.72,44.3,54.1,58.6,Dept_21,4.013670266512263e-06
SKU029983,sku_description_29983,685.77,86.1,89.1,11.4,45.4,Dept_7,2.798311582510759e-06
SKU029984,sku_description_29984,591.91,26.51,88.7,49.9,11.3,Dept_16,3.0213691377344e-06
SKU029985,sku_description_29985,126.21,127.89,33.0,19.0,59.0,Dept_9,3.2465488156092014e-05
SKU029986,sku_description_29986,487.34,139.57,66.2,27.8,5.4,Dept_2,1.13911757757751e-05
SKU029987,sku_description_29987,504.03,72.91,22.6,32.3,49.2,Dept_13,9.607420103688319e-06
SKU029988,sku_description_29988,75.18,166.41,89.2,54.3,5.3,Dept_1,4.699713273564141e-06
SKU029989,sku_description_29989,374.25,14.83,38.4,11.8,7.7,Dept_2,1.1395977794646234e-05
SKU029990,sku_description_29990,210.75,99.23,53.4,56.9,5.1,Dept_18,7.069361151520803e-06
SKU029991,sku_description_29991,375.3,191.27,35.5,14.4,44.1,Dept_22,1.9788684099682776e-05
SKU029992,sku_description_29992,622.33,38.17,15.8,39.9,44.1,Dept_20,4.022401214069151e-06
SKU029993,sku_description_29993,129.13,34.55,15.6,43.2,53.3,Dept_16,7.918357333444142e-07
SKU029994,sku_description_29994,101.27,75.8,84.7,49.8,32.4,Dept_16,1.2278424112701752e-05
SKU029995,sku_description_29995,217.65,53.69,50.6,58.7,24.6,Dept_17,4.5804252482856885e-05
SKU029996,sku_description_29996,761.96,44.38,87.5,5.5,12.5,Dept_10,9.612145262193556e-08
SKU029997,sku_description_29997,599.02,189.97,37.5,47.3,2.1,Dept_23,0.00013425179833118588
SKU029998,sku_description_29998,18.51,69.04,43.7,24.1,38.9,Dept_25,5.13180862286064e-06
SKU029999,sku_description_29999,322.6,12.06,21.2,42.8,36.9,Dept_21,2.2583658183005588e-06
SKU030000,sku_description_30000,208.15,179.97,11.2,18.0,1.9,Dept_12,2.507365118406308e-06
SKU030001,sku_description_30001,511.6,89.7,70.9,56.8,25.6,Dept_21,1.4796481829421388e-05
SKU030002,sku_description_30002,369.06,147.21,36.8,45.5,40.7,Dept_4,5.0355669345522925e-05
SKU030003,sku_description_30003,771.71,73.53,71.2,25.9,15.3,Dept_12,2.563373918268049e-06
SKU030004,sku_description_30004,177.53,187.04,41.4,58.0,10.1,Dept_4,3.5013664841884644e-06
SKU030005,sku_description_30005,471.52,57.63,83.4,47.6,39.8,Dept_12,6.397320852873691e-06
SKU030006,sku_description_30006,561.07,132.59,79.8,43.5,51.7,Dept_7,4.410287323499303e-06
SKU030007,sku_description_30007,660.97,164.89,74.3,50.0,29.3,Dept_8,3.7121360709104275e-05
SKU030008,sku_description_30008,327.36,47.66,71.8,39.7,43.3,Dept_5,4.522392547491174e-06
SKU030009,sku_description_30009,550.48,160.32,59.9,29.5,50.6,Dept_5,1.537310479609864e-06
SKU030010,sku_description_30010,244.65,158.48,78.6,18.6,44.9,Dept_25,1.09390565650535e-06
SKU030011,sku_description_30011,350.07,192.85,76.9,8.1,56.3,Dept_9,1.4763184863560761e-05
SKU030012,sku_description_30012,716.81,184.57,20.7,25.6,3.5,Dept_17,1.3405033323570955e-05
SKU030013,sku_description_30013,760.08,77.78,63.3,29.3,57.0,Dept_25,5.76301606688234e-07
SKU030014,sku_description_30014,575.9,118.15,75.4,56.7,55.3,Dept_4,5.064071074681496e-05
SKU030015,sku_description_30015,301.36,185.07,67.6,38.0,57.2,Dept_21,7.040669865189164e-07
SKU030016,sku_description_30016,656.59,0.97,3.5,4.9,52.6,Dept_15,6.139730935854205e-06
SKU030017,sku_description_30017,23.62,125.51,56.3,3.4,29.0,Dept_16,4.007225331121487e-06
SKU030018,sku_description_30018,84.89,43.15,27.1,50.8,8.9,Dept_13,1.4223966533544234e-05
SKU030019,sku_description_30019,530.11,147.78,70.1,36.4,55.1,Dept_2,6.719822474685498e-07
SKU030020,sku_description_30020,235.13,159.31,67.2,34.7,22.2,Dept_15,7.695529125685903e-05
