Tracking Number,Order Number,Recipient Postal Code,Service Description,Ship Date,Delivery Date,Original Weight (Pounds),Shipment Rated Weight (Pounds),Dimmed Height (in),Dimmed Width (in),Dimmed Length (in),Shipment DIM Flag,Net Charge Amount USD
TRK20250000001009,2221933,42138,FedEx Home Delivery,09/11/2025,09/12/2025,57.48,58.21,10.0,41.3,72.3,Y,77.09
TRK20250000001009,2221933,42138,FedEx Ground Economy,09/08/2025,09/14/2025,16.22,17.94,42.8,37.0,38.5,Y,17.19
TRK20250000001009,2221933,42138,FedEx Home Delivery,09/07/2025,09/12/2025,50.32,54.25,13.4,17.4,28.8,Y,52.59
TRK20250000001010,2221936,31992,FedEx Ground Economy,07/17/2025,07/20/2025,180.93,199.1,26.5,54.7,35.6,Y,200.1
TRK20250000001010,2221936,31992,FedEx Ground Economy,07/19/2025,07/27/2025,15.15,15.96,21.5,24.1,5.6,Y,18.27
TRK20250000001010,2221936,31992,FedEx Home Delivery,07/15/2025,07/20/2025,141.33,165.31,56.5,20.2,59.1,Y,181.23
TRK20250000001011,2221939,87103,FedEx Home Delivery,08/20/2025,08/25/2025,68.32,73.16,41.0,11.5,75.1,Y,80.45
TRK20250000001011,2221939,87103,FedEx Home Delivery,08/20/2025,08/22/2025,159.46,185.73,25.7,32.8,7.1,Y,260.33
TRK20250000001011,2221939,87103,FedEx Ground Economy,08/19/2025,08/26/2025,127.31,149.15,27.1,7.5,6.1,Y,161.27
TRK20250000001011,2221939,87103,FedEx Ground Economy,08/20/2025,08/22/2025,102.19,108.16,47.8,23.6,62.1,Y,155.75
TRK20250000001011,2221939,87103,FedEx Home Delivery,08/21/2025,08/24/2025,15.49,17.98,56.5,38.5,48.3,Y,27.98
TRK20250000001011,2221939,87103,FedEx Home Delivery,08/22/2025,08/25/2025,66.74,77.12,12.5,45.7,72.3,Y,106.57
TRK20250000001011,2221939,87103,FedEx Home Delivery,08/23/2025,08/24/2025,198.32,209.18,4.9,17.7,62.4,Y,354.33
TRK20250000001012,2221940,12227,FedEx Home Delivery,04/07/2025,04/11/2025,164.67,189.17,54.3,53.8,55.9,Y,228.22
TRK20250000001012,2221940,12227,FedEx Ground Economy,04/06/2025,04/09/2025,7.75,8.48,56.7,38.2,15.4,Y,8.23
TRK20250000001013,2221941,65759,FedEx Home Delivery,04/17/2025,04/18/2025,6.63,7.64,7.9,51.7,33.1,Y,9.24
TRK20250000001013,2221941,65759,FedEx Ground Economy,04/13/2025,04/17/2025,167.37,175.19,21.7,50.5,36.9,Y,113.96
TRK20250000001013,2221941,65759,FedEx Ground Economy,04/16/2025,04/21/2025,63.74,75.34,58.9,39.8,54.0,Y,65.85
TRK20250000001013,2221941,65759,FedEx Ground Economy,04/15/2025,04/17/2025,67.56,75.52,19.1,49.9,63.5,Y,85.74
TRK20250000001013,2221941,65759,FedEx Ground Economy,04/17/2025,04/21/2025,164.33,183.99,10.8,19.7,71.2,Y,195.42
TRK20250000001014,2221942,88190,FedEx Ground Economy,07/19/2025,07/27/2025,8.24,8.33,46.5,12.0,61.6,Y,5.13
TRK20250000001014,2221942,88190,FedEx Ground Economy,07/22/2025,07/26/2025,58.19,58.67,10.3,52.2,62.6,Y,69.6
TRK20250000001014,2221942,88190,FedEx Home Delivery,07/21/2025,07/26/2025,81.55,81.87,5.8,15.9,45.5,Y,74.99
TRK20250000001014,2221942,88190,FedEx Home Delivery,07/21/2025,07/26/2025,198.98,226.83,34.3,46.4,14.2,Y,367.47
TRK20250000001015,2221943,77380,FedEx Home Delivery,03/23/2025,03/25/2025,22.01,26.4,56.4,35.9,41.8,Y,40.8
TRK20250000001016,2221944,47417,FedEx Home Delivery,07/06/2025,07/08/2025,84.45,91.44,14.3,42.9,38.7,Y,147.03
TRK20250000001016,2221944,47417,FedEx Ground Economy,07/04/2025,07/08/2025,98.65,106.57,23.9,33.9,11.7,Y,98.56
TRK20250000001017,2221945,59080,FedEx Home Delivery,07/27/2025,07/31/2025,10.82,10.95,21.9,41.4,73.2,Y,18.18
TRK20250000001017,2221945,59080,FedEx Home Delivery,07/27/2025,07/28/2025,107.23,112.69,54.6,12.0,49.6,Y,90.48
TRK20250000001017,2221945,59080,FedEx Home Delivery,07/28/2025,08/02/2025,74.71,86.8,41.9,5.4,53.3,Y,85.65
TRK20250000001017,2221945,59080,FedEx Home Delivery,07/30/2025,08/03/2025,34.05,34.82,44.4,12.8,13.7,Y,26.02
TRK20250000001017,2221945,59080,FedEx Home Delivery,07/28/2025,07/30/2025,87.26,91.79,35.6,57.4,7.9,Y,80.32
TRK20250000001017,2221945,59080,FedEx Home Delivery,07/27/2025,07/28/2025,98.24,100.79,30.2,52.4,9.3,Y,73.55
TRK20250000001017,2221945,59080,FedEx Ground Economy,07/28/2025,08/06/2025,167.11,182.91,5.9,35.9,48.9,Y,206.43
TRK20250000001018,2221948,34394,FedEx Ground Economy,02/02/2025,02/08/2025,14.86,16.91,16.6,32.1,58.5,Y,23.43
TRK20250000001018,2221948,34394,FedEx Ground Economy,02/03/2025,02/08/2025,22.29,26.08,17.9,48.0,23.1,Y,18.2
TRK20250000001018,2221948,34394,FedEx Home Delivery,02/02/2025,02/04/2025,30.02,30.07,52.1,53.6,51.9,Y,43.5
TRK20250000001019,2221949,56546,FedEx Home Delivery,12/23/2025,12/25/2025,188.83,219.92,5.0,8.4,37.6,Y,160.22
TRK20250000001019,2221949,56546,FedEx Ground Economy,12/21/2025,12/26/2025,174.08,201.43,20.0,19.4,73.8,Y,168.39
TRK20250000001019,2221949,56546,FedEx Home Delivery,12/22/2025,12/26/2025,194.85,203.4,45.9,34.1,79.1,Y,336.45
TRK20250000001020,2221951,73612,FedEx Home Delivery,05/24/2025,05/25/2025,87.89,98.78,41.8,27.3,44.8,Y,86.13
TRK20250000001020,2221951,73612,FedEx Home Delivery,05/24/2025,05/27/2025,178.75,202.33,2.1,23.6,85.1,Y,289.97
TRK20250000001020,2221951,73612,FedEx Ground Economy,05/21/2025,05/25/2025,186.32,199.96,32.9,24.9,27.8,Y,214.52
TRK20250000001020,2221951,73612,FedEx Ground Economy,05/20/2025,05/26/2025,156.76,173.42,54.0,14.8,55.5,Y,212.58
TRK20250000001021,2221957,62362,FedEx Ground Economy,04/01/2025,04/05/2025,176.06,184.27,13.0,22.1,23.3,Y,171.44
TRK20250000001022,2221958,24627,FedEx Home Delivery,09/14/2025,09/16/2025,92.78,98.4,36.8,35.8,9.8,Y,86.16
TRK20250000001022,2221958,24627,FedEx Home Delivery,09/11/2025,09/13/2025,3.0,3.29,36.9,16.4,64.2,Y,4.2
TRK20250000001022,2221958,24627,FedEx Home Delivery,09/12/2025,09/13/2025,17.24,20.68,39.0,9.2,29.2,Y,15.44
TRK20250000001022,2221958,24627,FedEx Ground Economy,09/13/2025,09/18/2025,151.26,173.24,48.0,31.9,60.1,Y,127.76
TRK20250000001022,2221958,24627,FedEx Ground Economy,09/14/2025,09/19/2025,184.03,199.98,24.0,49.7,54.8,Y,180.68
TRK20250000001023,2221959,20734,FedEx Ground Economy,07/14/2025,07/23/2025,114.23,114.6,22.9,22.8,51.0,Y,78.84
TRK20250000001023,2221959,20734,FedEx Home Delivery,07/14/2025,07/19/2025,32.33,38.59,54.4,31.5,39.1,Y,28.62
TRK20250000001024,2221961,86734,FedEx Home Delivery,01/08/2025,01/10/2025,73.27,75.72,15.6,56.7,10.1,Y,122.09
TRK20250000001024,2221961,86734,FedEx Home Delivery,01/06/2025,01/10/2025,141.89,167.78,35.5,58.7,79.9,Y,160.88
TRK20250000001025,2221964,27460,FedEx Ground Economy,11/25/2025,12/01/2025,122.89,138.78,32.2,37.1,61.5,Y,130.92
TRK20250000001025,2221964,27460,FedEx Ground Economy,11/25/2025,12/01/2025,162.2,168.78,25.1,26.0,79.5,Y,234.08
TRK20250000001025,2221964,27460,FedEx Home Delivery,11/27/2025,11/29/2025,92.12,104.14,30.8,44.8,38.1,Y,153.33
TRK20250000001025,2221964,27460,FedEx Ground Economy,11/24/2025,11/26/2025,118.33,131.49,11.6,37.6,29.6,Y,116.44
TRK20250000001026,2221965,41712,FedEx Home Delivery,06/10/2025,06/13/2025,90.38,94.35,51.7,25.3,60.6,Y,131.36
TRK20250000001026,2221965,41712,FedEx Home Delivery,06/12/2025,06/13/2025,42.77,50.57,59.2,21.9,19.3,Y,68.07
TRK20250000001026,2221965,41712,FedEx Ground Economy,06/13/2025,06/16/2025,165.65,172.34,59.7,9.3,39.8,Y,138.44
TRK20250000001026,2221965,41712,FedEx Home Delivery,06/10/2025,06/14/2025,85.82,87.07,57.1,8.1,26.5,Y,69.97
TRK20250000001026,2221965,41712,FedEx Home Delivery,06/11/2025,06/14/2025,18.62,20.23,14.1,7.4,75.3,Y,27.62
TRK20250000001026,2221965,41712,FedEx Home Delivery,06/13/2025,06/16/2025,105.22,122.03,58.5,58.9,59.3,Y,203.6
TRK20250000001026,2221965,41712,FedEx Ground Economy,06/11/2025,06/14/2025,29.54,33.2,33.1,45.5,28.4,Y,24.47
TRK20250000001027,2221966,97312,FedEx Ground Economy,07/15/2025,07/21/2025,150.0,176.99,11.1,8.8,51.1,Y,167.44
TRK20250000001028,2221967,17763,FedEx Ground Economy,01/20/2025,01/26/2025,91.44,103.52,33.2,37.1,19.0,Y,82.31
TRK20250000001028,2221967,17763,FedEx Ground Economy,01/18/2025,01/21/2025,90.14,98.05,58.8,25.8,61.9,Y,104.07
TRK20250000001029,2221969,74096,FedEx Home Delivery,04/02/2025,04/07/2025,123.16,143.31,17.9,13.5,85.1,Y,169.13
TRK20250000001030,2221970,40473,FedEx Home Delivery,03/06/2025,03/11/2025,46.31,47.6,21.5,19.9,57.6,Y,72.32
TRK20250000001030,2221970,40473,FedEx Home Delivery,03/03/2025,03/08/2025,139.45,167.09,54.7,51.0,10.3,Y,171.59
TRK20250000001030,2221970,40473,FedEx Home Delivery,03/03/2025,03/05/2025,62.7,71.83,31.2,15.3,47.8,Y,83.11
TRK20250000001030,2221970,40473,FedEx Ground Economy,03/02/2025,03/07/2025,11.19,12.25,36.7,27.2,19.4,Y,11.24
TRK20250000001030,2221970,40473,FedEx Ground Economy,03/04/2025,03/07/2025,174.86,197.73,18.7,34.6,81.4,Y,177.04
TRK20250000001030,2221970,40473,FedEx Home Delivery,03/06/2025,03/09/2025,192.55,207.18,13.2,16.5,71.8,Y,219.83
TRK20250000001031,2221971,25891,FedEx Home Delivery,03/11/2025,03/13/2025,83.5,96.93,51.4,6.6,10.5,Y,99.55
TRK20250000001031,2221971,25891,FedEx Home Delivery,03/14/2025,03/15/2025,186.45,215.83,6.4,24.5,10.7,Y,361.08
TRK20250000001031,2221971,25891,FedEx Ground Economy,03/11/2025,03/14/2025,184.9,185.06,28.9,27.3,44.9,Y,147.82
TRK20250000001031,2221971,25891,FedEx Home Delivery,03/12/2025,03/14/2025,78.41,91.82,19.2,57.0,8.5,Y,92.5
TRK20250000001032,2221974,26171,FedEx Ground Economy,01/04/2025,01/08/2025,172.32,200.44,4.0,38.5,68.4,Y,276.69
TRK20250000001032,2221974,26171,FedEx Ground Economy,01/04/2025,01/09/2025,61.62,63.65,49.6,23.8,18.6,Y,87.58
TRK20250000001032,2221974,26171,FedEx Ground Economy,01/06/2025,01/10/2025,197.46,236.06,53.3,46.0,64.9,Y,287.03
TRK20250000001032,2221974,26171,FedEx Home Delivery,01/06/2025,01/09/2025,106.13,109.24,20.0,43.8,6.0,Y,103.66
TRK20250000001032,2221974,26171,FedEx Ground Economy,01/06/2025,01/15/2025,92.01,105.06,31.5,23.2,22.1,Y,69.8
TRK20250000001033,2221976,2881,FedEx Home Delivery,12/21/2025,12/24/2025,15.2,15.54,45.0,51.2,46.1,Y,21.62
TRK20250000001033,2221976,2881,FedEx Ground Economy,12/17/2025,12/19/2025,1.17,1.35,24.1,16.5,69.3,Y,1.66
TRK20250000001034,2221979,49731,FedEx Home Delivery,10/15/2025,10/20/2025,33.57,36.02,43.7,15.8,25.2,Y,46.46
TRK20250000001034,2221979,49731,FedEx Home Delivery,10/16/2025,10/17/2025,151.31,152.24,58.8,48.7,47.5,Y,228.33
TRK20250000001034,2221979,49731,FedEx Ground Economy,10/17/2025,10/22/2025,60.46,70.99,13.0,58.7,38.4,Y,51.97
TRK20250000001034,2221979,49731,FedEx Home Delivery,10/16/2025,10/19/2025,81.85,87.53,58.8,55.5,27.7,Y,145.04
TRK20250000001034,2221979,49731,FedEx Home Delivery,10/17/2025,10/19/2025,110.02,123.19,39.2,7.1,48.6,Y,96.77
TRK20250000001034,2221979,49731,FedEx Home Delivery,10/15/2025,10/17/2025,183.69,191.46,33.8,16.0,23.7,Y,274.06
TRK20250000001035,2221983,53169,FedEx Home Delivery,02/18/2025,02/23/2025,197.5,209.6,56.6,50.2,18.2,Y,190.53
TRK20250000001036,2221985,2018,FedEx Home Delivery,08/04/2025,08/07/2025,59.3,68.64,46.8,16.8,88.5,Y,91.12
TRK20250000001036,2221985,2018,FedEx Home Delivery,08/06/2025,08/08/2025,36.0,39.18,21.3,47.5,33.6,Y,47.43
TRK20250000001036,2221985,2018,FedEx Ground Economy,08/04/2025,08/06/2025,59.29,67.67,15.7,16.5,71.2,Y,50.14
TRK20250000001037,2221987,61436,FedEx Home Delivery,07/26/2025,07/28/2025,160.25,184.61,54.5,23.9,55.3,Y,227.79
TRK20250000001037,2221987,61436,FedEx Home Delivery,07/25/2025,07/28/2025,167.85,195.6,57.6,26.6,40.6,Y,216.39
TRK20250000001037,2221987,61436,FedEx Ground Economy,07/26/2025,07/30/2025,193.65,215.84,59.5,56.3,11.3,Y,170.87
TRK20250000001038,2221988,71399,FedEx Home Delivery,05/14/2025,05/15/2025,56.23,59.9,26.1,50.0,63.5,Y,66.41
TRK20250000001038,2221988,71399,FedEx Home Delivery,05/14/2025,05/16/2025,7.76,7.94,26.9,39.8,26.1,Y,5.93
TRK20250000001038,2221988,71399,FedEx Home Delivery,05/13/2025,05/17/2025,118.89,139.13,40.6,48.0,5.4,Y,183.99
TRK20250000001039,2221990,17090,FedEx Ground Economy,03/08/2025,03/10/2025,181.21,201.38,41.2,44.1,15.9,Y,253.02
TRK20250000001039,2221990,17090,FedEx Home Delivery,03/09/2025,03/12/2025,192.48,226.33,20.4,34.8,13.7,Y,345.53
TRK20250000001039,2221990,17090,FedEx Ground Economy,03/10/2025,03/13/2025,185.87,203.69,17.1,36.6,16.0,Y,133.39
TRK20250000001039,2221990,17090,FedEx Home Delivery,03/06/2025,03/11/2025,158.57,168.33,11.9,54.8,29.4,Y,142.17
TRK20250000001040,2221991,85186,FedEx Ground Economy,03/26/2025,04/04/2025,175.54,193.53,18.8,59.1,34.4,Y,146.69
TRK20250000001040,2221991,85186,FedEx Ground Economy,03/24/2025,03/28/2025,184.21,203.0,40.7,7.5,45.9,Y,137.7
TRK20250000001040,2221991,85186,FedEx Home Delivery,03/26/2025,03/30/2025,83.85,88.03,30.0,16.3,73.8,Y,96.13
TRK20250000001040,2221991,85186,FedEx Ground Economy,03/27/2025,04/03/2025,48.41,53.51,30.2,31.6,51.2,Y,76.15
TRK20250000001040,2221991,85186,FedEx Home Delivery,03/23/2025,03/26/2025,75.37,90.21,18.5,14.3,12.4,Y,119.67
TRK20250000001040,2221991,85186,FedEx Home Delivery,03/27/2025,03/31/2025,58.95,68.29,5.3,28.9,87.7,Y,75.09
TRK20250000001040,2221991,85186,FedEx Ground Economy,03/26/2025,04/01/2025,116.81,131.33,59.3,31.1,23.3,Y,151.08
TRK20250000001041,2221992,87894,FedEx Ground Economy,07/15/2025,07/18/2025,27.21,32.47,17.8,51.5,60.2,Y,47.83
TRK20250000001041,2221992,87894,FedEx Ground Economy,07/17/2025,07/23/2025,135.05,138.12,53.3,44.6,70.2,Y,154.53
TRK20250000001041,2221992,87894,FedEx Ground Economy,07/16/2025,07/24/2025,119.25,133.93,11.4,35.4,19.0,Y,181.17
TRK20250000001041,2221992,87894,FedEx Ground Economy,07/14/2025,07/18/2025,9.57,10.92,58.2,16.9,70.7,Y,10.91
TRK20250000001041,2221992,87894,FedEx Home Delivery,07/15/2025,07/20/2025,158.56,181.89,45.0,12.3,81.2,Y,262.31
TRK20250000001041,2221992,87894,FedEx Home Delivery,07/13/2025,07/15/2025,3.21,3.49,53.0,32.3,47.3,Y,4.99
TRK20250000001042,2221993,23609,FedEx Home Delivery,12/23/2025,12/28/2025,78.13,81.37,51.0,35.0,38.8,Y,81.92
TRK20250000001042,2221993,23609,FedEx Ground Economy,12/23/2025,12/29/2025,29.07,32.57,48.3,20.9,5.8,Y,21.77
TRK20250000001042,2221993,23609,FedEx Home Delivery,12/24/2025,12/29/2025,109.93,131.54,7.7,45.6,77.4,Y,199.23
TRK20250000001042,2221993,23609,FedEx Ground Economy,12/24/2025,01/01/2026,45.78,50.98,28.3,57.3,43.4,Y,45.46
TRK20250000001043,2221995,55517,FedEx Home Delivery,09/11/2025,09/12/2025,120.09,127.28,51.9,34.7,57.6,Y,184.75
TRK20250000001043,2221995,55517,FedEx Home Delivery,09/09/2025,09/12/2025,101.95,115.3,27.9,35.6,58.6,Y,192.54
TRK20250000001043,2221995,55517,FedEx Ground Economy,09/12/2025,09/21/2025,69.42,79.42,30.3,41.3,74.6,Y,47.89
TRK20250000001044,2221996,21424,FedEx Home Delivery,05/28/2025,06/01/2025,145.07,158.47,52.8,6.6,58.7,Y,257.09
TRK20250000001044,2221996,21424,FedEx Ground Economy,05/29/2025,06/01/2025,20.39,23.36,4.9,40.8,79.9,Y,22.35
TRK20250000001044,2221996,21424,FedEx Home Delivery,05/29/2025,06/01/2025,37.4,44.54,22.1,35.6,44.7,Y,49.49
TRK20250000001044,2221996,21424,FedEx Home Delivery,05/29/2025,06/01/2025,7.9,9.43,54.5,23.1,65.8,Y,10.82
TRK20250000001044,2221996,21424,FedEx Home Delivery,05/29/2025,06/03/2025,84.07,90.42,17.1,25.4,47.5,Y,92.0
TRK20250000001045,2221998,49097,FedEx Ground Economy,02/05/2025,02/08/2025,153.09,181.9,44.9,26.2,76.4,Y,267.18
TRK20250000001045,2221998,49097,FedEx Home Delivery,02/05/2025,02/07/2025,168.38,180.16,43.4,20.9,29.2,Y,124.9
TRK20250000001045,2221998,49097,FedEx Home Delivery,02/05/2025,02/09/2025,178.0,183.35,12.3,25.7,8.8,Y,175.63
TRK20250000001045,2221998,49097,FedEx Home Delivery,02/02/2025,02/04/2025,16.45,17.83,3.4,34.0,78.6,Y,18.82
TRK20250000001045,2221998,49097,FedEx Home Delivery,02/06/2025,02/10/2025,49.51,51.32,46.1,12.3,52.4,Y,76.5
TRK20250000001045,2221998,49097,FedEx Ground Economy,02/04/2025,02/08/2025,197.4,209.61,6.8,12.5,44.6,Y,310.83
TRK20250000001045,2221998,49097,FedEx Ground Economy,02/06/2025,02/12/2025,98.63,102.51,45.1,56.4,48.6,Y,111.98
TRK20250000001046,2221999,62289,FedEx Ground Economy,02/12/2025,02/15/2025,95.5,106.07,2.8,11.1,43.4,Y,103.48
TRK20250000001046,2221999,62289,FedEx Ground Economy,02/10/2025,02/19/2025,109.14,118.48,40.7,33.8,70.5,Y,131.29
TRK20250000001046,2221999,62289,FedEx Ground Economy,02/11/2025,02/13/2025,108.25,108.85,21.9,44.2,74.2,Y,138.73
TRK20250000001046,2221999,62289,FedEx Home Delivery,02/11/2025,02/12/2025,150.18,173.48,43.3,36.7,12.6,Y,186.88
TRK20250000001046,2221999,62289,FedEx Ground Economy,02/08/2025,02/10/2025,122.35,124.18,12.7,32.4,59.3,Y,116.76
TRK20250000001046,2221999,62289,FedEx Home Delivery,02/11/2025,02/13/2025,111.52,120.22,58.6,48.5,13.6,Y,168.44
TRK20250000001047,2222000,34504,FedEx Home Delivery,04/08/2025,04/12/2025,90.53,99.79,36.4,52.3,81.5,Y,127.04
TRK20250000001047,2222000,34504,FedEx Ground Economy,04/08/2025,04/11/2025,55.1,60.58,52.3,5.8,27.3,Y,42.18
TRK20250000001047,2222000,34504,FedEx Home Delivery,04/08/2025,04/09/2025,188.95,220.23,2.4,6.9,9.4,Y,275.63
TRK20250000001047,2222000,34504,FedEx Home Delivery,04/08/2025,04/11/2025,136.46,163.44,46.8,10.5,32.0,Y,189.69
TRK20250000001047,2222000,34504,FedEx Home Delivery,04/09/2025,04/11/2025,7.64,8.03,31.6,42.4,61.4,Y,12.25
TRK20250000001047,2222000,34504,FedEx Home Delivery,04/08/2025,04/13/2025,18.44,21.86,44.9,54.0,39.8,Y,32.85
TRK20250000001048,2222001,41376,FedEx Ground Economy,03/29/2025,04/04/2025,85.12,86.81,59.7,34.8,75.6,Y,83.2
TRK20250000001049,2222003,75041,FedEx Home Delivery,09/27/2025,10/01/2025,114.35,118.64,7.7,50.8,14.6,Y,119.28
TRK20250000001049,2222003,75041,FedEx Ground Economy,09/28/2025,10/07/2025,52.64,53.36,44.5,16.7,83.0,Y,49.95
TRK20250000001049,2222003,75041,FedEx Home Delivery,09/29/2025,10/02/2025,185.64,185.83,19.9,7.7,50.6,Y,140.69
TRK20250000001049,2222003,75041,FedEx Ground Economy,10/01/2025,10/07/2025,17.19,17.35,36.3,18.5,31.9,Y,22.66
TRK20250000001049,2222003,75041,FedEx Home Delivery,09/28/2025,09/30/2025,142.38,151.88,47.0,16.0,21.7,Y,164.98
TRK20250000001049,2222003,75041,FedEx Home Delivery,10/01/2025,10/02/2025,67.03,68.59,12.4,33.2,60.3,Y,88.3
TRK20250000001050,2222005,73027,FedEx Home Delivery,11/13/2025,11/15/2025,110.5,127.44,37.2,59.6,66.1,Y,153.71
TRK20250000001050,2222005,73027,FedEx Ground Economy,11/15/2025,11/17/2025,39.81,44.55,54.3,58.4,22.2,Y,46.16
TRK20250000001051,2222006,38277,FedEx Home Delivery,01/05/2025,01/10/2025,63.76,71.33,22.3,25.1,52.2,Y,112.29
TRK20250000001052,2222011,52205,FedEx Home Delivery,10/05/2025,10/08/2025,29.45,30.51,5.9,50.5,71.8,Y,48.23
TRK20250000001052,2222011,52205,FedEx Home Delivery,10/06/2025,10/08/2025,143.15,148.72,2.7,10.6,66.3,Y,252.61
TRK20250000001053,2222012,3525,FedEx Home Delivery,09/27/2025,09/29/2025,166.61,170.11,31.7,53.5,26.6,Y,227.26
TRK20250000001053,2222012,3525,FedEx Ground Economy,09/27/2025,10/03/2025,17.22,17.58,3.2,26.4,83.5,Y,23.77
TRK20250000001053,2222012,3525,FedEx Home Delivery,09/23/2025,09/28/2025,165.81,187.94,30.6,10.8,19.0,Y,250.28
TRK20250000001054,2222017,14203,FedEx Home Delivery,08/30/2025,09/03/2025,167.51,192.65,13.9,32.5,34.8,Y,323.53
TRK20250000001054,2222017,14203,FedEx Home Delivery,08/29/2025,08/30/2025,4.49,4.91,4.1,37.0,53.0,Y,5.95
TRK20250000001055,2222018,48549,FedEx Home Delivery,09/30/2025,10/03/2025,154.56,156.05,38.3,46.7,70.6,Y,129.24
TRK20250000001055,2222018,48549,FedEx Ground Economy,10/01/2025,10/07/2025,99.65,116.54,10.7,42.3,53.6,Y,129.35
TRK20250000001055,2222018,48549,FedEx Home Delivery,10/03/2025,10/07/2025,112.51,125.23,30.3,24.3,58.7,Y,122.55
TRK20250000001055,2222018,48549,FedEx Home Delivery,09/30/2025,10/05/2025,25.1,27.27,26.0,32.5,52.9,Y,27.67
TRK20250000001055,2222018,48549,FedEx Ground Economy,09/30/2025,10/04/2025,39.9,45.58,36.6,17.0,13.1,Y,57.12
TRK20250000001056,2222021,28120,FedEx Home Delivery,02/10/2025,02/13/2025,92.19,102.85,56.1,55.0,44.9,Y,98.43
TRK20250000001057,2222026,57388,FedEx Home Delivery,12/30/2025,12/31/2025,153.73,175.09,23.5,32.0,87.7,Y,153.9
TRK20250000001057,2222026,57388,FedEx Ground Economy,12/29/2025,01/01/2026,45.28,48.95,19.2,50.9,72.7,Y,36.71
TRK20250000001058,2222027,67905,FedEx Home Delivery,06/22/2025,06/24/2025,99.36,116.0,45.7,39.5,65.5,Y,171.66
TRK20250000001059,2222028,13864,FedEx Home Delivery,10/18/2025,10/22/2025,1.87,2.14,2.7,30.0,66.1,Y,3.36
TRK20250000001059,2222028,13864,FedEx Home Delivery,10/19/2025,10/24/2025,34.09,39.51,19.5,41.8,24.7,Y,57.67
TRK20250000001059,2222028,13864,FedEx Ground Economy,10/21/2025,10/23/2025,9.16,10.43,58.6,37.2,12.0,Y,12.47
TRK20250000001059,2222028,13864,FedEx Home Delivery,10/21/2025,10/23/2025,170.76,194.94,27.6,19.4,9.7,Y,223.41
TRK20250000001059,2222028,13864,FedEx Home Delivery,10/19/2025,10/24/2025,3.67,3.93,2.4,27.1,19.8,Y,4.92
TRK20250000001059,2222028,13864,FedEx Home Delivery,10/17/2025,10/22/2025,133.6,142.76,20.4,26.2,26.9,Y,244.06
TRK20250000001060,2222032,74506,FedEx Home Delivery,11/17/2025,11/21/2025,47.13,53.89,47.2,59.1,49.8,Y,61.28
TRK20250000001060,2222032,74506,FedEx Home Delivery,11/15/2025,11/18/2025,189.99,201.75,8.0,55.2,60.3,Y,296.32
TRK20250000001060,2222032,74506,FedEx Ground Economy,11/17/2025,11/25/2025,112.86,126.47,39.6,5.3,69.2,Y,172.25
TRK20250000001060,2222032,74506,FedEx Home Delivery,11/16/2025,11/20/2025,163.81,189.88,57.6,27.9,70.4,Y,313.46
TRK20250000001060,2222032,74506,FedEx Home Delivery,11/17/2025,11/21/2025,26.29,28.63,8.3,38.1,7.1,Y,23.92
TRK20250000001060,2222032,74506,FedEx Ground Economy,11/13/2025,11/22/2025,82.71,91.09,15.1,16.3,57.7,Y,124.53
TRK20250000001060,2222032,74506,FedEx Home Delivery,11/13/2025,11/16/2025,121.49,145.04,58.1,55.2,46.3,Y,190.92
TRK20250000001061,2222036,84777,FedEx Home Delivery,03/21/2025,03/26/2025,91.31,98.79,47.4,27.0,21.7,Y,91.02
TRK20250000001062,2222037,18916,FedEx Ground Economy,11/06/2025,11/11/2025,36.92,39.19,53.0,25.3,72.5,Y,46.37
TRK20250000001062,2222037,18916,FedEx Ground Economy,11/09/2025,11/13/2025,187.09,203.64,19.7,27.1,16.9,Y,173.09
TRK20250000001062,2222037,18916,FedEx Ground Economy,11/08/2025,11/15/2025,134.37,146.43,38.6,28.9,77.1,Y,186.83
TRK20250000001062,2222037,18916,FedEx Home Delivery,11/08/2025,11/10/2025,167.49,187.81,36.0,23.2,46.5,Y,292.94
TRK20250000001062,2222037,18916,FedEx Home Delivery,11/09/2025,11/12/2025,10.42,11.33,46.9,58.2,9.1,Y,14.26
TRK20250000001062,2222037,18916,FedEx Home Delivery,11/05/2025,11/10/2025,120.96,124.04,4.3,11.3,54.1,Y,159.08
TRK20250000001062,2222037,18916,FedEx Ground Economy,11/07/2025,11/14/2025,49.42,53.84,3.3,28.5,47.6,Y,50.89
TRK20250000001063,2222038,98140,FedEx Home Delivery,09/06/2025,09/10/2025,118.85,135.89,53.6,44.5,60.2,Y,217.99
TRK20250000001063,2222038,98140,FedEx Home Delivery,09/05/2025,09/08/2025,75.33,86.66,46.6,48.6,11.8,Y,107.64
TRK20250000001063,2222038,98140,FedEx Ground Economy,09/04/2025,09/13/2025,66.85,73.22,12.1,44.4,48.2,Y,104.22
TRK20250000001063,2222038,98140,FedEx Home Delivery,09/04/2025,09/07/2025,171.33,191.4,26.7,37.4,89.3,Y,165.71
TRK20250000001063,2222038,98140,FedEx Home Delivery,09/04/2025,09/05/2025,160.58,165.99,46.2,38.4,48.7,Y,134.21
TRK20250000001064,2222039,41303,FedEx Ground Economy,10/13/2025,10/15/2025,51.79,53.91,8.1,34.7,40.1,Y,72.32
TRK20250000001064,2222039,41303,FedEx Ground Economy,10/14/2025,10/16/2025,59.96,61.4,20.6,31.8,88.8,Y,87.59
